month,revenue_tm0,revenue_tm1,streams_tm0,streams_tm1,streams_tm2,facebook_likes,facebook_talks,instagram_followers,spotify_followers,spotify_listeners,spotify_popularity,wikipedia_views,youtube_comments,youtube_subscribers,youtube_videos,youtube_views
7/1/17,103354.0227,96378.96854,32312006,31618225,33246039,45318784,0,67572190,2021881,0,80,18488,18232,6280539,90,4357909502
3/1/18,98368.11388,90343.4869,42556173,38838715,37184062,44885937,49324,73357378,4066722,11986760,79,12402,18232,7278731,94,4984161462
7/1/18,101393.016,102079.3993,45444650,43518163,44516737,44598040,117719,76964319,4948324,14338984,77,19100,0,7411958,99,5446238013
10/1/18,96723.79138,97615.94539,51797251,50624348,50697886,44377166,79196,81187040,5437719,12191543,79,14150,0,7393315,100,5742407394
10/1/16,35631.24889,33874.53049,14209200,12336565,12339778,75793001,0,0,0,0,0,19455,883438,609104,17,9123002
10/1/18,201171.9949,223653.0898,53350744,59374952,93187694,73084467,59953,2587993,6979085,24388774,86,23090,0,11140107,0,0
11/1/17,124431.594,138512.7208,36360354,38417990,36628500,1208577,0,31760,591930,0,72,1680,90,3380,87,1622892
1/1/17,32900.52548,30780.17751,10859374,10317974,10116863,39830434,0,14720709,1648397,0,81,11435,47155,0,90,3454704630
8/1/17,30637.76481,32907.10364,9990327,10514397,10193461,39393346,0,17274191,2321995,0,81,9633,47155,0,90,3816912446
11/1/17,29251.68143,31608.60357,10106225,10114310,9506173,39120455,0,17842461,2878415,0,83,9957,47155,0,90,3965623195
10/1/17,977.5014033,744.566311,376461,342099,372231,1187543,0,0,338485,0,71,784,10,0,6,1637881
10/1/16,41485.80688,41568.70066,9329249,8800165,9440828,1828877,0,129614,0,0,0,2246,469,12353,62,4461507
11/1/16,39325.94532,41485.80688,9146315,9329249,8800165,1840409,0,133143,206746,0,63,2661,469,12416,63,4496618
5/1/17,73645.99975,93918.41712,14032989,15323421,14911190,1841608,0,159228,249534,0,66,2280,469,13175,65,4567284
8/1/17,53013.52897,59909.45289,10383211,11229891,14083654,1846864,0,175979,277447,0,67,1384,469,13437,65,4606859
9/1/17,54190.02231,53013.52897,10378972,10383211,11229891,1845005,0,177246,286648,0,68,1726,469,13598,65,4614572
10/1/17,55617.03282,54190.02231,11485368,10378972,10383211,1843166,0,178682,297392,0,68,1508,469,13794,65,4622663
2/1/18,54564.09045,63289.53604,10288220,12440625,11931543,1834999,0,188978,345221,0,66,1446,469,16956,67,4661132
3/1/18,59922.62992,54564.09045,11379374,10288220,12440625,1832519,8575,189979,357202,1847875,65,1667,469,18126,67,4668273
4/1/18,56339.17878,59922.62992,11278217,11379374,10288220,1829069,13808,191765,372561,1835965,64,1370,469,131715,67,4675555
10/1/18,76233.33158,59842.01386,15019318,12094494,11517698,1821478,22446,221452,491043,2249531,65,2844,0,285274,67,4739274
4/1/17,7791.576053,7782.886813,2075090,2195494,2294171,4546392,0,0,418337,0,64,418,8270,117247,55,103163437
10/1/17,7919.286964,7460.017676,2455802,2172359,2291865,4541393,0,0,472952,0,70,448,8270,125985,55,108656406
10/1/18,14142.99222,7695.816021,3545957,2541624,2851362,0,0,0,683697,2173161,69,576,0,954216,54,125392318
10/1/16,276118.3004,238415.3395,77114741,57357934,38877938,5696278,0,0,0,0,0,5614,176,0,19,1136726
3/1/16,475029.3331,467460.3388,103306151,102811979,94275661,0,0,0,0,0,0,0,3607,664464,351,243800574
4/1/16,494497.9591,475029.3331,95646289,103306151,102811979,20047362,0,0,0,0,0,8887,3607,672352,353,250084459
5/1/16,469408.4301,494497.9591,95112623,95646289,103306151,20074023,0,0,0,0,0,6673,3607,682992,355,258733499
6/1/16,453631.2097,469408.4301,89878960,95112623,95646289,20092824,0,0,0,0,0,6272,3607,692022,358,266639902
9/1/16,493158.4581,460539.3833,107973357,102430587,98785538,20115973,0,0,0,0,0,5689,3607,718735,364,292668559
10/1/16,637215.4934,493158.4581,142257940,107973357,102430587,20114306,0,951486,0,0,0,7602,3607,729101,374,303420559
11/1/16,565795.0368,637215.4934,132534120,142257940,107973357,20121121,0,972131,1823874,0,79,7343,3607,739927,380,314370772
4/1/17,618177.7231,590640.6862,158688770,156036348,138247722,20070874,0,1129141,2247682,0,77,6348,3607,791655,391,366596876
5/1/17,632261.4084,618177.7231,167007521,158688770,156036348,20060380,0,1179134,2347902,0,78,7478,3607,798453,392,373733068
6/1/17,638797.2033,632261.4084,167882537,167007521,158688770,20048267,0,1227765,2422759,0,80,6842,3607,805404,393,380921058
7/1/17,707859.3483,638797.2033,175139406,167882537,167007521,20034860,0,1265049,2512389,0,81,6313,3607,812513,392,387814663
9/1/17,691533.8342,671701.4492,173299070,173863004,175139406,19998601,0,1345854,2790330,0,82,6907,3607,827590,395,402151908
10/1/17,738034.3434,691533.8342,179938451,173299070,173863004,19978806,0,1395151,2975166,0,83,6806,3607,836166,397,409308221
11/1/17,649038.0494,738034.3434,169889820,179938451,173299070,19954434,0,1426669,3150346,0,84,5928,3607,843607,398,416013705
12/1/17,661796.5679,649038.0494,173612906,169889820,179938451,19933075,0,1454307,3335398,0,82,5927,3607,851224,398,422236259
6/1/18,837546.5824,770131.2901,201872724,200608982,196420489,19716866,98170,1676436,4752425,11705898,80,8104,0,939890,409,469246941
9/1/18,754428.7,761527.589,184140355,198443593,204527179,19608157,21838,1846070,5395259,11718443,79,6200,0,995038,414,495393780
10/1/18,786843.7405,754428.7,193310900,184140355,198443593,19586307,27212,1895523,5558744,11525467,80,6019,0,1397330,416,503605083
9/1/16,2490.80558,2518.754469,376793,387162,493581,282034,0,0,0,0,0,707,1936,122628,120,45068735
11/1/16,1854.540072,2194.367416,360696,425414,376793,284509,0,0,177125,0,63,661,1936,126467,122,48658914
2/1/17,2243.919805,2530.308488,337132,380917,369422,288747,0,0,184859,0,64,879,1936,133992,123,54978118
5/1/17,2864.381785,3077.999217,395660,428489,358596,292371,0,16137,194943,0,62,830,1936,142136,123,61955530
5/1/18,5531.014346,6962.564737,642321,737960,574829,303815,2148,27310,242216,1367061,64,766,1089,192479,130,87745018
7/1/18,6522.961711,5078.744899,803648,625748,642321,303881,3314,28365,253551,1358079,61,693,0,201941,130,93158040
9/1/18,5954.100525,5749.227953,751726,752435,803648,304664,704,30727,266034,1369210,64,666,0,211107,130,98535687
8/1/16,129.329851,147.5131123,32937,40028,31467,322603,0,0,0,0,0,301,46,26015,31,30607306
8/1/18,248.4796583,192.0761991,71772,62631,55307,320777,315,12594,281439,1324076,57,259,0,41876,57,48617927
9/1/16,18958.43957,19156.79462,3669727,3320411,3718014,0,0,0,0,0,0,1453,68,0,16,12859874
9/1/16,68940.04658,65145.74248,15258929,13752751,13268536,2993767,0,89147,0,0,0,3010,96,38800,39,5103772
10/1/16,73270.68219,68940.04658,15635550,15258929,13752751,2994724,0,92678,0,0,0,2690,96,39203,41,5274514
11/1/16,69108.92384,73270.68219,15051375,15635550,15258929,2994387,0,96841,367954,0,65,2996,96,40025,49,5727300
12/1/17,103734.1948,96488.36157,23719480,22101005,22002644,2974874,0,146863,609773,0,69,4295,96,43445,62,4765681
10/1/18,107280.4707,102297.0739,23620403,24051617,24552269,2925715,7690,183333,925845,2021892,67,2609,0,193197,63,5319159
7/1/16,3443.576694,3258.256743,1051061,878347,901415,1274953,0,0,0,0,0,2670,27,9635,30,2794549
8/1/16,4995.867086,3443.576694,974664,1051061,878347,1275439,0,0,0,0,0,2574,27,9699,30,2840552
9/1/16,5763.70772,4995.867086,1026166,974664,1051061,1277761,0,0,0,0,0,3162,27,9779,30,2899680
11/1/16,14225.88293,13693.85275,2126082,1518444,1026166,1280388,0,0,404823,0,71,3061,27,9938,31,3025064
8/1/17,13181.88278,11580.20711,1918294,1956519,1515469,1280461,0,0,519549,0,75,3123,27,10549,32,3562315
9/1/17,15486.57514,13181.88278,2217419,1918294,1956519,1280742,0,0,536149,0,76,4761,27,10659,32,3634331
10/1/17,22115.59156,15486.57514,3423009,2217419,1918294,1280823,0,0,554795,0,76,3282,27,10806,33,3725421
7/1/18,11613.36853,12044.53074,2679686,2598830,2438066,1269053,1786,0,764245,6471118,70,2983,0,64512,34,4592307
8/1/18,10994.49518,11613.36853,2487416,2679686,2598830,1267001,1371,0,796954,6478035,71,3064,0,67685,34,4723552
9/1/18,11188.26668,10994.49518,2351870,2487416,2679686,1266323,2628,0,834637,6365441,73,3908,0,70888,34,4841253
10/1/18,14027.63298,11188.26668,3092495,2351870,2487416,1265099,2374,0,867514,6318868,74,2842,0,74013,34,4972498
6/1/17,84924.42311,87422.48907,20662130,21482928,20829018,6569569,0,0,1086967,0,72,2340,343,251528,38,263274647
10/1/18,130287.6873,109051.5727,36209193,31645543,32257748,6421446,15955,0,1606112,5714593,74,2999,0,319001,37,379042586
3/1/16,78875.94199,74883.06168,14360332,13319463,13338249,0,0,0,0,0,0,0,2143,71788,43,23008560
6/1/16,99680.36355,112754.3517,15990889,16770485,15777737,9390660,0,0,0,0,0,6766,2143,77813,47,24595583
1/1/17,101716.4105,98344.92335,22808183,21220322,20474783,9448083,0,0,833429,0,74,7072,2143,87979,54,29327564
3/1/17,100810.5968,93931.34732,23914234,20642621,22808183,9434539,0,0,937507,0,71,7528,2143,90003,54,30217010
4/1/17,105021.3144,100810.5968,25427128,23914234,20642621,9430757,0,0,1004774,0,71,8252,2143,91183,54,30828131
5/1/17,102666.5437,105021.3144,24253469,25427128,23914234,9425890,0,0,1065085,0,72,6704,2143,92047,54,31358088
9/1/17,108493.1892,107998.1126,24799048,24784747,25139434,9396269,0,0,1308977,0,76,6957,2143,95217,54,33348936
10/1/17,114164.364,108493.1892,25926625,24799048,24784747,9385407,0,0,1382035,0,77,6539,2143,96243,54,33779608
10/1/18,131603.3685,116105.1101,32720366,29125167,30612607,9231005,17548,0,2230213,6807725,74,7403,0,208500,54,39791958
5/1/16,44565.95644,51544.51825,9430970,9941263,9487832,6902681,0,487928,0,0,0,0,1,51877,32,15741263
10/1/17,66844.49386,66366.34978,16452954,17038711,17694194,6959240,0,806780,2032631,0,81,10911,1,76510,40,28255550
11/1/17,63123.77171,66844.49386,17542823,16452954,17038711,6953750,0,822617,2097857,0,82,10912,1,78245,40,29295100
7/1/16,133100.0278,122410.9862,25655857,22344714,22992316,4941433,0,0,0,0,0,3364,0,0,0,0
8/1/16,121005.0804,133100.0278,24015740,25655857,22344714,4941434,0,0,0,0,0,3813,0,0,0,0
9/1/16,126390.4523,121005.0804,27578077,24015740,25655857,4941244,0,0,0,0,0,3650,0,0,0,0
11/1/16,124091.8036,138644.8595,30658845,32130925,27578077,4945547,0,0,312960,0,69,4611,0,0,0,0
2/1/17,131194.1814,136650.48,31524750,33389457,29905633,4949531,0,0,350293,0,70,4936,0,0,0,0
6/1/18,250082.2602,213968.3985,62496293,60459912,59158542,5027744,25850,773334,1005382,4118303,70,6963,0,0,68,925292492
7/1/18,251742.0665,250082.2602,63844381,62496293,60459912,5026635,42591,802264,1069760,4154761,67,6448,0,0,69,943612487
8/1/18,219496.8192,251742.0665,61612563,63844381,62496293,5022352,26697,832461,1128721,4266351,68,6127,0,0,71,964217983
9/1/18,215832.256,219496.8192,60857251,61612563,63844381,5022242,24144,879437,1181086,4231642,70,6536,0,0,71,984518229
10/1/18,237191.8008,215832.256,66082107,60857251,61612563,5019947,21561,905255,1222112,4721863,72,4943,0,0,71,1002926203
1/1/17,184013.9354,215370.6457,49167316,48533375,55373066,0,0,0,556665,0,71,6453,675,297222,71,292162078
4/1/17,165805.2709,162728.8486,52446481,52206325,44245533,6320477,0,0,594220,0,67,4871,675,322429,73,318886447
5/1/17,156015.9162,165805.2709,50858040,52446481,52206325,6320993,0,0,606073,0,68,4611,675,330348,73,327942071
8/1/17,169903.329,170636.2099,45757685,46895840,47821855,6312807,0,0,641552,0,71,4009,675,355009,78,355638786
9/1/17,171547.1025,169903.329,45304034,45757685,46895840,6306843,0,0,654311,0,72,4785,675,363783,78,364742265
10/1/17,186888.2551,171547.1025,50820639,45304034,45757685,6301144,0,0,670188,0,73,4793,675,373542,78,375341028
11/1/17,170438.8535,186888.2551,48905605,50820639,45304034,6294941,0,0,685756,0,73,4238,675,382327,81,385888601
12/1/17,187921.3106,170438.8535,58139495,48905605,50820639,6289074,0,0,704933,0,72,4545,675,391044,82,394528679
3/1/18,213734.603,203396.4328,63264273,57848559,61973898,6271535,13745,335507,781309,4149539,71,5741,675,436347,90,432941702
4/1/18,295126.0026,213734.603,67516311,63264273,57848559,6260232,19490,355569,811169,4323098,71,7020,675,455152,95,451709251
5/1/18,265703.6287,295126.0026,64555747,67516311,63264273,6247751,29052,361919,837609,4718346,71,4879,379,474389,98,469695943
10/1/18,235300.6765,213054.9256,98057688,79296081,77026907,6208517,11781,480129,996141,4042536,72,4484,0,533061,106,524098042
6/1/18,7467.268862,6838.595961,3007108,2906074,3078539,91150,723,0,48973,79176,43,237,0,37393,23,1313226
6/1/16,25805.85009,25929.98228,5051124,5096654,5538858,0,0,0,0,0,0,5470,0,0,0,0
7/1/16,27759.08463,25805.85009,6289964,5051124,5096654,0,0,0,0,0,0,5024,0,0,0,0
8/1/16,24976.68142,27759.08463,4688402,6289964,5051124,0,0,0,0,0,0,5141,0,0,0,0
9/1/16,30287.92246,24976.68142,6307482,4688402,6289964,0,0,0,0,0,0,7020,0,0,0,0
1/1/17,47809.76247,35037.6106,10595627,7730064,9336812,2397765,0,0,638592,0,73,7300,0,0,0,0
6/1/17,38587.72006,44931.3062,9007227,9937790,9254539,2373513,0,0,835080,0,72,5489,45,145084,21,52333848
7/1/17,42449.05811,38587.72006,9020556,9007227,9937790,2369676,0,0,873681,0,72,5026,45,147064,21,53183847
8/1/17,47825.81064,42449.05811,10055213,9020556,9007227,2365529,0,0,923886,0,73,5331,45,149082,21,54026300
8/1/18,78033.72496,72216.59833,18214929,15440977,16025321,2300479,0,0,2201036,3059680,68,5384,0,177830,22,65082100
10/1/18,81221.43545,83862.16353,20259393,20325622,18214929,2293382,0,0,2313122,3655840,72,7312,0,183030,18,66668682
11/1/18,73933.51659,81221.43545,21629419,20259393,20325622,0,0,0,2366357,3765616,73,7469,0,185680,18,67704975
12/1/16,4060.619903,4352.453969,952671,1070016,1339016,524849,0,0,199602,0,60,641,9,43902,44,22035585
1/1/17,3452.332156,4060.619903,893893,952671,1070016,524603,0,0,205742,0,61,680,9,44575,44,22784705
3/1/17,2924.216135,2927.406773,804770,741838,893893,523795,0,0,217127,0,58,694,9,45969,44,23799885
4/1/17,2766.867601,2924.216135,744815,804770,741838,523357,0,0,223227,0,58,557,9,46591,44,24384603
10/1/18,107.9676626,138.6930349,22110,26201,35541,0,0,0,739500,2208450,69,645,0,227499,222,127894915
8/1/16,1389.531973,1497.065117,181609,183439,163021,669906,0,0,0,0,0,1121,188,5079,34,1453548
10/1/16,951.4262635,1083.936667,168099,172672,181609,670297,0,19826,0,0,0,626,188,5150,34,1529913
10/1/16,79474.97628,73177.50199,24391799,21825438,19746630,8207118,0,756846,0,0,0,2653,531,155229,109,12929233
11/1/16,71946.00362,79474.97628,22717889,24391799,21825438,8206515,0,780970,550479,0,68,2667,531,155472,109,12990712
1/1/17,79062.84435,76702.66317,24964711,24565023,22717889,8201305,0,833816,594688,0,68,2713,531,156159,109,13130432
9/1/17,90762.29813,89546.90554,24520514,26125973,26970462,8161847,0,1043035,880152,0,71,2341,531,160628,112,13728841
10/1/18,111478.2526,101122.5582,35213063,32941810,32258751,7989722,37873,1418249,1709884,1975088,69,2206,0,468864,126,14597813
11/1/16,209901.2844,207718.8726,54520497,52252755,45876715,1987965,0,0,575558,0,72,4935,8,0,51,4335621
12/1/16,331996.9362,209901.2844,93863324,54520497,52252755,1986151,0,0,583642,0,73,5267,8,0,51,4584512
4/1/17,238596.4636,208767.0122,58297228,55466371,48065002,1982289,0,0,656142,0,69,5835,8,0,50,5756665
5/1/17,249409.7856,238596.4636,63080174,58297228,55466371,1981691,0,0,676004,0,71,5493,8,0,50,6085660
6/1/17,274287.1146,249409.7856,63198782,63080174,58297228,1981380,0,0,695344,0,73,5129,8,0,51,7748006
12/1/17,397911.0431,273857.8627,89371422,64043504,58121770,1974745,0,0,942329,0,77,3984,8,0,55,11567217
6/1/18,372246.3958,311123.3989,78660326,71790815,66164052,1954648,11704,0,1334256,5697029,73,5644,0,0,55,13196551
10/1/18,277972.6589,282303.207,87672844,72856860,84249643,1944917,3104,0,1570042,5187022,73,4168,0,0,56,14386035
9/1/16,47.89566595,32.1298114,14518,10897,8392,657499,0,0,0,0,0,2142,0,0,290,663212
5/1/18,106.9845485,120.4221244,33659,36346,38448,657794,1242,139956,390745,1282433,62,791,0,0,572,1370291
9/1/17,452.7337151,415.4882616,85364,81183,86163,26801,0,0,13358,0,46,88,0,0,0,0
10/1/17,483.5537898,452.7337151,104255,85364,81183,26805,0,0,13611,0,46,84,0,0,0,0
11/1/18,2765.233116,2200.23049,607747,482896,116895,0,0,0,18930,64765,49,124,0,0,0,0
8/1/17,1627.877379,1630.277956,347576,345386,321578,89659,0,0,136773,0,72,1575,41,18274,1070,18742272
9/1/17,1795.823262,1627.877379,379781,347576,345386,89460,0,0,139213,0,73,1491,41,18630,1089,19242103
6/1/16,126240.3033,88212.54811,23316652,22306069,29546483,104485713,0,0,0,0,0,12931,49655,446280,161,114223655
1/1/17,75181.65064,64946.62241,22751054,16572789,16254688,104491632,0,29622014,2607998,0,88,14709,49654,466667,170,122778268
4/1/17,56868.03076,60083.16717,18453398,18218029,16683585,104471749,0,34892252,3170716,0,84,14139,49654,475625,170,125271658
10/1/17,47428.533,47175.05241,18065416,17752945,20197874,104312568,0,43121889,5505644,0,89,12467,49654,541090,187,133020428
1/1/18,52086.76824,41481.65107,21129976,17582550,16473153,103964956,0,45051072,7580526,0,87,11366,49654,928758,192,138953443
5/1/18,48148.87057,49503.18308,20571515,21557157,22092345,103173790,231814,47365798,10825941,19691307,83,8683,27930,21062733,197,144287225
9/1/17,2956.883534,3181.488384,601855,645575,689230,1642901,0,0,283721,0,60,3141,17,0,12,2879121
5/1/16,131.3216106,156.8768471,16796,19257,26684,18222530,0,0,0,0,0,5013,295,2114483,138,727451090
8/1/16,194.0056187,157.374358,18204,20635,15659,18244069,0,0,0,0,0,4943,295,2290623,138,819246776
9/1/16,142.7585522,194.0056187,17196,18204,20635,18235154,0,0,0,0,0,4374,295,2352074,139,852838031
10/1/16,184.8096836,142.7585522,21196,17196,18204,18225405,0,0,0,0,0,4775,295,2410784,142,885630923
9/1/18,5474.191541,5610.639075,1617403,1598813,1984118,17796625,39018,2947817,3645785,4631790,76,3675,0,3867587,162,1645496374
10/1/18,5996.419153,5474.191541,1735574,1617403,1598813,17773470,18983,3005308,3736005,4548905,77,3775,0,3932615,162,1672534897
10/1/16,8521.364658,8564.115479,3050604,2735839,2808777,12161944,0,0,0,0,0,4460,19,0,2,14278172
11/1/16,7648.339777,8521.364658,2726506,3050604,2735839,12162144,0,0,881537,0,72,4817,19,0,2,14728710
10/1/18,10390.89708,9690.448552,3215559,2994624,3014208,11882120,32562,1849323,3015161,4888662,73,4119,0,0,2,21590323
5/1/17,13929.62197,13382.61516,7206656,6368513,6660479,655,0,0,123066,0,61,1374,0,0,0,0
6/1/17,13615.54119,13929.62197,6921886,7206656,6368513,653,0,0,126874,0,63,1139,0,0,0,0
7/1/17,14100.77695,13615.54119,7135545,6921886,7206656,653,0,0,130906,0,63,1087,0,0,0,0
10/1/18,15557.39009,15931.50255,7913671,8005290,8218634,0,0,0,212682,2317406,64,1723,0,0,0,0
5/1/16,1275.933542,1302.078807,283248,285821,286269,13461343,0,0,0,0,0,15492,265,0,76,68822537
10/1/18,2432.241028,2240.367617,669383,617210,1029175,0,0,612595,2411405,7472743,78,16420,0,0,135,366927682
10/1/17,11296.72258,10828.5685,3721020,3323684,3723112,5349995,0,8028913,64798,0,57,529,0,532064,71,103592341
10/1/18,17654.38811,18258.58364,16240092,16539408,16938941,0,0,12385201,80365,645911,56,432,0,671274,91,156460596
11/1/16,1336.993503,1502.778639,538026,463229,421050,764631,0,0,211655,0,74,3174,135,123173,55,88122979
1/1/17,1138.073796,1213.073193,395661,426257,538026,779256,0,0,221201,0,73,1438,135,128299,55,92581713
4/1/17,1284.194979,1285.978963,383735,404803,316458,789407,0,414664,236887,0,68,1147,135,135420,55,98271458
8/1/17,1006.885732,1086.982262,323997,365137,322666,793527,0,430952,257009,0,70,941,135,136095,40,7964063
10/1/18,6334.739803,7820.851012,911843,1469578,399686,0,0,523696,396640,5419612,71,850,0,378536,40,8406546
12/1/17,24980.33818,26655.92502,5909725,5738370,5835015,328589,0,374369,169479,0,67,926,4,30,3,27685
7/1/16,55903.20462,52222.08119,9050328,8653553,9106552,1560620,0,0,0,0,0,1681,239,0,35,86516487
9/1/16,58112.81017,56333.48136,12458889,9958077,9050328,1560594,0,0,0,0,0,1775,239,0,35,89581586
11/1/16,60310.53079,62029.0196,14279813,14432894,12458889,1567318,0,195275,426842,0,67,2612,239,0,35,93038159
10/1/17,60357.32648,53250.03288,13827026,12823819,13464916,1588643,0,267260,508929,0,67,1527,239,0,37,113795610
7/1/18,61710.80653,58985.1551,26060579,14090406,13880422,1582059,2994,361420,619904,1879762,60,1735,0,0,37,127828024
9/1/18,54376.47395,56201.83134,13552580,20146942,26060579,1578574,4153,394409,643014,1885072,63,1477,0,0,37,130575305
10/1/18,58104.67474,54376.47395,14166398,13552580,20146942,1579083,3379,405161,654383,1884291,64,1500,0,0,37,131874139
5/1/18,726.9694165,803.358636,160830,160850,145822,688914,4146,0,209108,932610,57,1362,3,2147,12,926186
5/1/16,38631.77943,45413.49981,6520022,6048482,5622138,0,0,0,0,0,0,503,0,0,0,0
